type,name,capacity,time-00:00,generation-00:00,note-00:00,time-00:10,generation-00:10,note-00:10,time-00:20,generation-00:20,note-00:20,time-00:30,generation-00:30,note-00:30,time-00:40,generation-00:40,note-00:40,time-00:50,generation-00:50,note-00:50,time-01:00,generation-01:00,note-01:00,time-01:10,generation-01:10,note-01:10,time-01:20,generation-01:20,note-01:20,time-01:30,generation-01:30,note-01:30,time-01:40,generation-01:40,note-01:40,time-01:50,generation-01:50,note-01:50,time-02:00,generation-02:00,note-02:00,generation-12:10,note-12:10
hydro,青山#1,92.0,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,青山#2,92.0,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,5.4,
hydro,青山#3,92.0,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,9.9,
hydro,青山#4,92.0,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,谷關#1,54.4,00:00,11.0,,00:10,9.9,,00:20,11.7,,00:30,12.6,,00:40,9.5,,00:50,12.2,,01:00,12.3,,01:10,9.9,,01:20,10.8,,01:30,11.0,,01:40,10.1,,01:50,10.3,,02:00,11.0,,14.3,
hydro,谷關#2,54.4,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,谷關#3,54.4,00:00,0.0,歲修,00:10,0.0,歲修,00:20,0.0,歲修,00:30,0.0,歲修,00:40,0.0,歲修,00:50,0.0,歲修,01:00,0.0,歲修,01:10,0.0,歲修,01:20,0.0,歲修,01:30,0.0,歲修,01:40,0.0,歲修,01:50,0.0,歲修,02:00,0.0,歲修,0.0,歲修
hydro,谷關#4,54.4,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,天輪#1,22.5,00:00,15.6,,00:10,15.6,,00:20,15.5,,00:30,15.3,,00:40,15.3,,00:50,15.3,,01:00,15.3,,01:10,15.3,,01:20,15.3,,01:30,15.3,,01:40,15.3,,01:50,15.3,,02:00,15.3,,16.9,
hydro,天輪#2,22.5,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,天輪#3,22.5,00:00,0.0,歲修,00:10,0.0,歲修,00:20,0.0,歲修,00:30,0.0,歲修,00:40,0.0,歲修,00:50,0.0,歲修,01:00,0.0,歲修,01:10,0.0,歲修,01:20,0.0,歲修,01:30,0.0,歲修,01:40,0.0,歲修,01:50,0.0,歲修,02:00,0.0,歲修,0.0,歲修
hydro,天輪#4,22.5,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,天輪#5,105.0,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,馬鞍#1,66.7,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,馬鞍#2,66.7,00:00,6.4,,00:10,6.4,,00:20,4.3,,00:30,6.4,,00:40,7.3,,00:50,7.2,,01:00,8.1,,01:10,6.6,,01:20,8.3,,01:30,8.4,,01:40,7.8,,01:50,6.8,,02:00,7.6,,5.7,
hydro,卓蘭#1,40.0,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,卓蘭#2,40.0,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,萬大#1,10.4,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,萬大#2,10.4,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,萬大#3,15.3,00:00,3.8,,00:10,3.9,,00:20,3.7,,00:30,3.8,,00:40,3.8,,00:50,3.8,,01:00,3.7,,01:10,3.8,,01:20,3.8,,01:30,3.8,,01:40,3.8,,01:50,3.8,,02:00,3.8,,3.5,
hydro,萬大#4,19.7,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,松林#1&amp;2,20.9,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,大觀一#1,22.0,00:00,7.0,,00:10,7.2,,00:20,7.3,,00:30,5.9,,00:40,7.6,,00:50,6.7,,01:00,9.3,,01:10,6.8,,01:20,6.1,,01:30,8.9,,01:40,6.1,,01:50,5.9,,02:00,6.2,,6.1,
hydro,大觀一#2,22.0,00:00,6.8,,00:10,7.0,,00:20,8.8,,00:30,6.8,,00:40,7.6,,00:50,7.8,,01:00,10.2,,01:10,6.9,,01:20,6.4,,01:30,11.6,,01:40,6.8,,01:50,6.0,,02:00,6.3,,6.0,
hydro,大觀一#3,22.0,00:00,6.8,,00:10,6.9,,00:20,7.4,,00:30,6.3,,00:40,8.0,,00:50,7.0,,01:00,17.6,,01:10,7.1,,01:20,6.5,,01:30,11.6,,01:40,6.4,,01:50,6.0,,02:00,6.4,,6.3,
hydro,大觀一#4,22.0,00:00,7.1,檢修,00:10,7.3,檢修,00:20,7.5,檢修,00:30,6.1,檢修,00:40,7.6,檢修,00:50,7.0,檢修,01:00,15.2,檢修,01:10,7.2,檢修,01:20,6.3,檢修,01:30,9.0,檢修,01:40,6.1,檢修,01:50,6.1,檢修,02:00,6.8,檢修,6.3,檢修
hydro,大觀一#5,22.0,00:00,0.0,檢修,00:10,0.0,檢修,00:20,0.0,檢修,00:30,0.0,檢修,00:40,0.0,檢修,00:50,0.0,檢修,01:00,0.0,檢修,01:10,0.0,檢修,01:20,0.0,檢修,01:30,0.0,檢修,01:40,0.0,檢修,01:50,0.0,檢修,02:00,0.0,檢修,0.0,檢修
hydro,鉅工#1,21.8,00:00,0.0,歲修,00:10,0.0,歲修,00:20,0.0,歲修,00:30,0.0,歲修,00:40,0.0,歲修,00:50,0.0,歲修,01:00,0.0,歲修,01:10,0.0,歲修,01:20,0.0,歲修,01:30,0.0,歲修,01:40,0.0,歲修,01:50,0.0,歲修,02:00,0.0,歲修,0.0,歲修
hydro,鉅工#2,21.8,00:00,10.9,,00:10,10.9,,00:20,10.8,,00:30,10.2,,00:40,12.2,,00:50,8.2,,01:00,8.3,,01:10,11.5,,01:20,13.0,,01:30,11.5,,01:40,10.0,,01:50,11.1,,02:00,11.6,,9.3,
hydro,水里#1,12.8,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,立霧#1&amp;#2,32.0,00:00,7.0,,00:10,7.0,,00:20,7.0,,00:30,7.0,,00:40,7.0,,00:50,7.0,,01:00,7.0,,01:10,7.0,,01:20,7.0,,01:30,7.0,,01:40,7.0,,01:50,7.0,,02:00,7.0,,7.0,
hydro,龍澗#1,48.6,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,龍澗#2,48.6,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,碧海,61.2,00:00,5.4,,00:10,6.0,,00:20,5.3,,00:30,4.7,,00:40,5.4,,00:50,5.5,,01:00,5.8,,01:10,5.5,,01:20,5.6,,01:30,5.5,,01:40,5.5,,01:50,5.4,,02:00,5.4,,5.9,
hydro,烏來&amp;桂山&amp;粗坑,40.5,00:00,11.3,,00:10,11.4,,00:20,11.3,,00:30,11.3,,00:40,11.3,,00:50,11.1,,01:00,11.3,,01:10,11.2,,01:20,11.2,,01:30,11.1,,01:40,11.2,,01:50,11.1,,02:00,11.1,,2.0,
hydro,北部小水力(註6),26.6,00:00,N/A,,00:10,N/A,,00:20,N/A,,00:30,N/A,,00:40,N/A,,00:50,N/A,,01:00,N/A,,01:10,N/A,,01:20,N/A,,01:30,N/A,,01:40,N/A,,01:50,N/A,,02:00,N/A,,N/A,
hydro,中部小水力(註6),9.8,00:00,N/A,,00:10,N/A,,00:20,N/A,,00:30,N/A,,00:40,N/A,,00:50,N/A,,01:00,N/A,,01:10,N/A,,01:20,N/A,,01:30,N/A,,01:40,N/A,,01:50,N/A,,02:00,N/A,,N/A,
hydro,南部小水力(註6),7.2,00:00,N/A,,00:10,N/A,,00:20,N/A,,00:30,N/A,,00:40,N/A,,00:50,N/A,,01:00,N/A,,01:10,N/A,,01:20,N/A,,01:30,N/A,,01:40,N/A,,01:50,N/A,,02:00,N/A,,N/A,
hydro,東部小水力(註6),54.6,00:00,17.0,,00:10,17.0,,00:20,17.0,,00:30,17.0,,00:40,17.0,,00:50,17.0,,01:00,17.0,,01:10,17.0,,01:20,17.0,,01:30,17.0,,01:40,17.0,,01:50,17.0,,02:00,17.0,,16.0,
hydro,翡翠#1,70.0,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,石門#1,45.0,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,石門#2,45.0,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,曾文#1,50.0,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,義興#1,40.0,00:00,12.0,,00:10,12.0,,00:20,11.9,,00:30,12.0,,00:40,12.0,,00:50,11.1,,01:00,11.1,,01:10,11.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,名間,16.7,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,嘉南西口、烏山頭和八田,22.5,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.1,,00:40,0.1,,00:50,0.1,,01:00,0.1,,01:10,0.0,,01:20,0.0,,01:30,0.1,,01:40,0.0,,01:50,0.1,,02:00,0.1,,0.0,
hydro,后里示範,0.1,00:00,N/A,,00:10,N/A,,00:20,N/A,,00:30,N/A,,00:40,N/A,,00:50,N/A,,01:00,N/A,,01:10,N/A,,01:20,N/A,,01:30,N/A,,01:40,N/A,,01:50,N/A,,02:00,N/A,,N/A,
hydro,卑南,2.0,00:00,0.7,,00:10,0.6,,00:20,0.6,,00:30,0.6,,00:40,0.7,,00:50,0.7,,01:00,0.7,,01:10,0.7,,01:20,0.7,,01:30,0.7,,01:40,0.7,,01:50,0.7,,02:00,0.7,,0.6,
hydro,捷祥關山,1.0,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
hydro,小計,2092.5(4.212%),00:00,138.8(0.457%),,00:10,139.1(0.460%),,00:20,140.1(0.465%),,00:30,136.1(0.456%),,00:40,142.4(0.477%),,00:50,137.7(0.469%),,01:00,163.0(0.558%),,01:10,137.5(0.474%),,01:20,128.0(0.441%),,01:30,142.5(0.499%),,01:40,123.8(0.430%),,01:50,122.6(0.430%),,02:00,126.3(0.445%),,130.2(0.360%),
wind,石門,4.0,00:00,0.1,,00:10,0.6,,00:20,0.0,,00:30,0.0,,00:40,0.2,,00:50,0.3,,01:00,0.3,,01:10,0.5,,01:20,0.5,,01:30,0.5,,01:40,0.6,,01:50,0.4,,02:00,0.7,,1.4,
wind,林口,6.0,00:00,0.6,,00:10,0.6,,00:20,0.7,,00:30,0.5,,00:40,0.6,,00:50,0.5,,01:00,0.7,,01:10,0.7,,01:20,0.5,,01:30,0.7,,01:40,1.6,,01:50,2.6,,02:00,3.3,,5.0,
wind,蘆竹,7.2,00:00,0.2,檢修,00:10,0.3,檢修,00:20,0.4,檢修,00:30,1.0,檢修,00:40,1.0,檢修,00:50,1.2,檢修,01:00,1.5,檢修,01:10,1.4,檢修,01:20,1.2,檢修,01:30,1.5,檢修,01:40,1.8,檢修,01:50,2.2,檢修,02:00,1.5,檢修,2.4,
wind,大潭,15.1,00:00,12.4,,00:10,13.4,,00:20,13.6,,00:30,12.9,,00:40,13.7,,00:50,13.9,,01:00,13.9,,01:10,15.2,,01:20,14.3,,01:30,13.4,,01:40,15.0,,01:50,14.1,,02:00,13.6,,13.2,
wind,觀園,30.0,00:00,12.3,,00:10,13.7,,00:20,13.4,,00:30,15.0,,00:40,15.6,,00:50,14.0,,01:00,17.7,,01:10,16.6,,01:20,18.4,,01:30,15.0,,01:40,17.3,,01:50,15.8,,02:00,16.5,,7.4,
wind,香山,12.0,00:00,4.1,,00:10,4.5,,00:20,2.9,,00:30,3.8,,00:40,3.7,,00:50,4.5,,01:00,3.9,,01:10,3.0,,01:20,4.0,,01:30,3.6,,01:40,3.6,,01:50,3.0,,02:00,2.9,,8.0,
wind,台中,6.0,00:00,0.0,,00:10,0.0,,00:20,0.0,,00:30,0.0,,00:40,0.0,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.0,,01:40,0.0,,01:50,0.0,,02:00,0.0,,0.0,
wind,台中港,36.0,00:00,2.5,,00:10,2.2,,00:20,2.6,,00:30,2.2,,00:40,2.5,,00:50,3.1,,01:00,3.0,,01:10,2.1,,01:20,1.5,,01:30,1.1,,01:40,1.9,,01:50,2.0,,02:00,2.2,,10.3,
wind,王功,23.0,00:00,1.0,,00:10,1.4,,00:20,1.2,,00:30,1.1,,00:40,1.3,,00:50,1.8,,01:00,2.2,,01:10,1.2,,01:20,0.8,,01:30,0.9,,01:40,1.3,,01:50,1.1,,02:00,1.3,,7.0,
wind,彰工,71.2,00:00,4.4,,00:10,4.5,,00:20,5.0,,00:30,4.7,,00:40,4.3,,00:50,6.6,,01:00,6.2,,01:10,4.8,,01:20,3.6,,01:30,4.0,,01:40,3.5,,01:50,3.5,,02:00,5.0,,35.7,
wind,永興,9.2,00:00,0.5,,00:10,0.5,,00:20,0.5,,00:30,0.3,,00:40,0.4,,00:50,0.3,,01:00,0.6,,01:10,0.9,,01:20,0.6,,01:30,0.8,,01:40,0.9,,01:50,0.6,,02:00,0.8,,2.1,
wind,離岸一期(註10),-,00:00,1.1,,00:10,1.1,,00:20,0.6,,00:30,1.1,,00:40,1.1,,00:50,1.1,,01:00,1.1,,01:10,1.7,,01:20,1.1,,01:30,1.1,,01:40,1.1,,01:50,0.6,,02:00,0.6,,1.7,
wind,雲麥,46.0,00:00,1.5,,00:10,2.0,,00:20,1.0,,00:30,1.1,,00:40,1.6,,00:50,1.8,,01:00,1.9,,01:10,2.6,,01:20,2.3,,01:30,2.2,,01:40,2.8,,01:50,2.0,,02:00,2.7,,10.5,
wind,四湖,28.0,00:00,2.4,,00:10,1.8,,00:20,2.3,,00:30,2.5,,00:40,2.7,,00:50,2.4,,01:00,2.6,,01:10,2.4,,01:20,2.3,,01:30,1.5,,01:40,1.6,,01:50,1.4,,02:00,1.5,,5.8,
wind,恆春,4.5,00:00,0.3,,00:10,0.3,,00:20,0.4,,00:30,0.4,,00:40,0.3,,00:50,0.3,,01:00,0.3,,01:10,0.5,,01:20,0.5,,01:30,0.4,,01:40,0.4,,01:50,0.4,,02:00,0.4,,2.2,
wind,澎湖中屯,4.8,00:00,0.2,,00:10,0.2,,00:20,0.2,,00:30,0.2,,00:40,0.2,,00:50,0.2,,01:00,0.2,,01:10,0.2,,01:20,0.2,,01:30,0.2,,01:40,0.2,,01:50,0.2,,02:00,0.2,,0.2,
wind,金門金沙,4.0,00:00,0.0,通訊中斷,00:10,0.0,通訊中斷,00:20,0.0,通訊中斷,00:30,0.0,通訊中斷,00:40,0.0,通訊中斷,00:50,0.0,通訊中斷,01:00,0.0,通訊中斷,01:10,0.0,通訊中斷,01:20,0.0,通訊中斷,01:30,0.0,通訊中斷,01:40,0.0,通訊中斷,01:50,0.0,通訊中斷,02:00,0.0,通訊中斷,0.0,通訊中斷
wind,澎湖湖西,5.4,00:00,0.1,,00:10,0.1,,00:20,0.1,,00:30,0.1,,00:40,0.1,,00:50,0.1,,01:00,0.1,,01:10,0.1,,01:20,0.1,,01:30,0.1,,01:40,0.1,,01:50,0.1,,02:00,0.1,,0.1,
wind,苗栗竹南,7.8,00:00,4.1,,00:10,4.2,,00:20,4.8,,00:30,4.6,,00:40,4.7,,00:50,4.9,,01:00,4.3,,01:10,3.9,,01:20,4.3,,01:30,3.7,,01:40,3.3,,01:50,4.5,,02:00,3.6,,6.6,
wind,苗栗大鵬,42.0,00:00,11.0,,00:10,13.6,,00:20,14.2,,00:30,14.8,,00:40,14.7,,00:50,12.6,,01:00,12.8,,01:10,14.7,,01:20,14.7,,01:30,13.6,,01:40,11.9,,01:50,12.6,,02:00,12.4,,32.0,
wind,鹿威彰濱,55.2,00:00,2.5,,00:10,2.5,,00:20,2.5,,00:30,2.5,,00:40,2.5,,00:50,3.1,,01:00,4.2,,01:10,3.1,,01:20,2.0,,01:30,2.0,,01:40,2.0,,01:50,2.0,,02:00,3.1,,23.0,
wind,鹿威鹿港,41.4,00:00,1.4,,00:10,1.7,,00:20,1.7,,00:30,2.2,,00:40,1.7,,00:50,1.7,,01:00,2.2,,01:10,1.7,,01:20,1.4,,01:30,0.8,,01:40,1.4,,01:50,1.4,,02:00,1.7,,12.0,
wind,觀威觀音&amp;桃威新屋,48.3,00:00,26.5,,00:10,25.3,,00:20,28.9,,00:30,31.0,,00:40,33.2,,00:50,29.7,,01:00,30.5,,01:10,29.0,,01:20,31.9,,01:30,30.2,,01:40,31.2,,01:50,34.4,,02:00,27.5,,35.8,
wind,中威大安,75.9,00:00,13.7,,00:10,13.9,,00:20,15.0,,00:30,14.9,,00:40,14.4,,00:50,14.1,,01:00,12.6,,01:10,11.1,,01:20,9.3,,01:30,10.1,,01:40,10.6,,01:50,11.2,,02:00,11.6,,51.3,
wind,崎威崎頂,6.9,00:00,2.7,,00:10,2.8,,00:20,2.2,,00:30,2.7,,00:40,2.8,,00:50,3.5,,01:00,2.6,,01:10,2.6,,01:20,2.6,,01:30,2.3,,01:40,2.0,,01:50,1.8,,02:00,1.1,,6.5,
wind,豐威,11.5,00:00,10.0,,00:10,10.2,,00:20,10.8,,00:30,10.6,,00:40,11.0,,00:50,11.2,,01:00,11.1,,01:10,11.0,,01:20,11.0,,01:30,10.8,,01:40,11.2,,01:50,11.0,,02:00,11.1,,10.9,
wind,龍威後龍,44.1,00:00,10.8,,00:10,11.4,,00:20,11.2,,00:30,10.1,,00:40,11.5,,00:50,8.7,,01:00,10.1,,01:10,12.0,,01:20,11.6,,01:30,12.2,,01:40,10.2,,01:50,12.1,,02:00,11.3,,26.5,
wind,苗栗通苑,39.1,00:00,4.7,,00:10,5.3,,00:20,6.0,,00:30,6.1,,00:40,4.3,,00:50,4.5,,01:00,3.4,,01:10,3.5,,01:20,2.6,,01:30,3.6,,01:40,4.5,,01:50,4.6,,02:00,5.4,,22.8,
wind,安威,11.5,00:00,0.3,,00:10,0.2,,00:20,0.3,,00:30,0.8,,00:40,0.5,,00:50,0.6,,01:00,0.4,,01:10,0.6,,01:20,0.5,,01:30,0.4,,01:40,0.5,,01:50,0.3,,02:00,0.3,,0.0,
wind,清風清水,2.3,00:00,0.4,,00:10,0.2,,00:20,0.3,,00:30,0.1,,00:40,0.3,,00:50,0.3,,01:00,0.2,,01:10,0.3,,01:20,0.3,,01:30,0.2,,01:40,0.2,,01:50,0.5,,02:00,0.3,,0.5,
wind,東鋼龍港,11.5,00:00,5.0,,00:10,4.7,,00:20,5.0,,00:30,5.2,,00:40,4.7,,00:50,3.7,,01:00,3.9,,01:10,3.8,,01:20,3.1,,01:30,3.6,,01:40,4.5,,01:50,3.8,,02:00,2.9,,10.8,
wind,海洋竹南,128.0,00:00,123.5,,00:10,123.9,,00:20,122.6,,00:30,115.9,,00:40,112.3,,00:50,120.1,,01:00,117.2,,01:10,115.9,,01:20,115.9,,01:30,117.6,,01:40,118.9,,01:50,119.3,,02:00,118.6,,113.2,
wind,禾風麥寮,2.3,00:00,0.2,,00:10,0.1,,00:20,0.1,,00:30,0.1,,00:40,0.1,,00:50,0.0,,01:00,0.0,,01:10,0.0,,01:20,0.0,,01:30,0.1,,01:40,0.1,,01:50,0.1,,02:00,0.0,,0.5,
wind,小計,840.2(1.691%),00:00,260.5(0.858%),,00:10,267.2(0.883%),,00:20,270.5(0.898%),,00:30,268.5(0.899%),,00:40,268.0(0.897%),,00:50,270.8(0.921%),,01:00,271.7(0.929%),,01:10,267.1(0.921%),,01:20,263.1(0.907%),,01:30,258.2(0.904%),,01:40,266.2(0.925%),,01:50,269.6(0.946%),,02:00,264.2(0.932%),,465.4(1.285%),
solar,金門金沙,0.5,00:00,0.000,,00:10,0.000,,00:20,0.000,,00:30,0.000,,00:40,0.000,,00:50,0.000,,01:00,0.000,,01:10,0.000,,01:20,0.000,,01:30,0.000,,01:40,0.000,,01:50,0.000,,02:00,0.000,,0.329,
solar,台中生水池,2.1,00:00,0.000,,00:10,0.000,,00:20,0.000,,00:30,0.000,,00:40,0.000,,00:50,0.000,,01:00,0.000,,01:10,0.000,,01:20,0.000,,01:30,0.000,,01:40,0.000,,01:50,0.000,,02:00,0.000,,1.428,
solar,興達生水池,1.6,00:00,0.000,,00:10,0.000,,00:20,0.000,,00:30,0.000,,00:40,0.000,,00:50,0.000,,01:00,0.000,,01:10,0.000,,01:20,0.000,,01:30,0.000,,01:40,0.000,,01:50,0.000,,02:00,0.000,,1.078,
solar,嘉義民雄,0.1,00:00,0.000,,00:10,0.000,,00:20,0.000,,00:30,0.000,,00:40,0.000,,00:50,0.000,,01:00,0.000,,01:10,0.000,,01:20,0.000,,01:30,0.000,,01:40,0.000,,01:50,0.000,,02:00,0.000,,0.016,
solar,中部儲運,0.1,00:00,0.000,,00:10,0.000,,00:20,0.000,,00:30,0.000,,00:40,0.000,,00:50,0.000,,01:00,0.000,,01:10,0.000,,01:20,0.000,,01:30,0.000,,01:40,0.000,,01:50,0.000,,02:00,0.000,,0.046,
solar,東勢新伯公,0.1,00:00,0.000,,00:10,0.000,,00:20,0.000,,00:30,0.000,,00:40,0.000,,00:50,0.000,,01:00,0.000,,01:10,0.000,,01:20,0.000,,01:30,0.000,,01:40,0.000,,01:50,0.000,,02:00,0.000,,0.062,
solar,永安鹽灘地,4.6,00:00,0.000,,00:10,0.000,,00:20,0.000,,00:30,0.000,,00:40,0.000,,00:50,0.000,,01:00,0.000,,01:10,0.000,,01:20,0.000,,01:30,0.000,,01:40,0.000,,01:50,0.000,,02:00,0.000,,3.017,
solar,路北,0.1,00:00,0.000,,00:10,0.000,,00:20,0.000,,00:30,0.000,,00:40,0.000,,00:50,0.000,,01:00,0.000,,01:10,0.000,,01:20,0.000,,01:30,0.000,,01:40,0.000,,01:50,0.000,,02:00,0.000,,0.035,
solar,中原大學,0.0,00:00,0.000,,00:10,0.000,,00:20,0.000,,00:30,0.000,,00:40,0.000,,00:50,0.000,,01:00,0.000,,01:10,0.000,,01:20,0.000,,01:30,0.000,,01:40,0.000,,01:50,0.000,,02:00,0.000,,0.028,
solar,大潭生水池,0.6,00:00,0.000,,00:10,0.000,,00:20,0.000,,00:30,0.000,,00:40,0.000,,00:50,0.000,,01:00,0.000,,01:10,0.000,,01:20,0.000,,01:30,0.000,,01:40,0.000,,01:50,0.000,,02:00,0.000,,0.469,
solar,核三生水池,1.5,00:00,0.000,,00:10,0.000,,00:20,0.000,,00:30,0.000,,00:40,0.000,,00:50,0.000,,01:00,0.000,,01:10,0.000,,01:20,0.000,,01:30,0.000,,01:40,0.000,,01:50,0.000,,02:00,0.000,,0.962,
solar,七美,0.4,00:00,0.000,,00:10,0.000,,00:20,0.000,,00:30,0.000,,00:40,0.000,,00:50,0.000,,01:00,0.000,,01:10,0.000,,01:20,0.000,,01:30,0.000,,01:40,0.000,,01:50,0.000,,02:00,0.000,,0.069,
solar,尖山,0.1,00:00,0.000,,00:10,0.000,,00:20,0.000,,00:30,0.000,,00:40,0.000,,00:50,0.000,,01:00,0.000,,01:10,0.000,,01:20,0.000,,01:30,0.000,,01:40,0.000,,01:50,0.000,,02:00,0.000,,0.008,
